Dateibezeichnung,URL,Lizenz,Format,Quelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Verwaltung,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
Budenbach - Ebene: Umringe der Bebauungspläne von Budenbach,http://www.daten.rlp.de/dataset/42478867-5175-4d6f-8846-98680d532ac2,cc-nc,"KARTENVIEWER,WMS,HTML",d,,,,,x,,,,,,,,,,,,,,,,,,
Budenbach - Ebene: In der Wirtswies,http://www.daten.rlp.de/dataset/e5f0ad3a-acc0-4e63-8530-c8aca3cf34ed,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
