Quelle,Stadt,URL PARENT,Dateibezeichnung,URL Datei,Format,Beschreibung,Zeitlicher Bezug,Lizenz,Kosten,Veröffentlichende Stelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert,keyword,URL Text,Dateityp,URL_Dateiname,Kommentare/ Anmerkungen
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B91D1B3E893FD23EC1257B88004297C4?opendocument=,Moers - Entwicklung der Erstwunschquote zu den weiterführenden Schulen in Prozent auf Stadtgebietsebene,entwicklung_der_erstwunschquote_zu_den_wieterfuehrenden_schulen_in_prozent_auf_stadtgebietseb_ene.csv,CSV,Entwicklung der Erstwunschquote zu den weiterführenden Schulen in Prozent auf Stadtgebietsebene,vom 2000/01 bis 2013/14,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,entwicklung_der_erstwunschquote_zu_den_wieterfuehrenden_schulen_in_prozent_auf_stadtgebietseb_ene.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/0D766C57AA9EFE86C1257C1D003AC6F4?opendocument=,Moers - Zu- und Abgänge verschiedener Medientypen der Bibliothek,/c125722e0057acf2/files/bibliothek_zu-_und_abgaenge.csv/$file/bibliothek_zu-_und_abgaenge.csv?openelement,CSV,Zu- und Abgänge verschiedener Medientypen der Bibliothek,2003-2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Bibliothek,,,x,,,,,,,x,,,,,,,,,,,,,,,Daten,bibliothek_zu-_und_abgaenge.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/D43771B07563576DC1257C7E002A7F51?opendocument=,Moers - Besucher und Mitwirkende der Veranstaltungen der Moerser Musikschule 2012,besucher_und_mitwirkende_der_veranstaltungen_der_moerser_musikschule_2012.csv,CSV,Besucher und Mitwirkende der Veranstaltungen der Moerser Musikschule 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Moerser Musikschule,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,besucher_und_mitwirkende_der_veranstaltungen_der_moerser_musikschule_2012.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/17821D658E239C2EC1257C36003D0934?opendocument=,Moers - Beliebte Vornamen für Neugeborene 2013,beliebtevornamen2013.3.csv,CSV,Beliebte Vornamen für Neugeborene 2013,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 4.3 - Standesamt,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,beliebtevornamen2013.3.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/7D17DBDF5B33CAFDC1257B5C0030622A?opendocument=,Moers - Beliebte Vornamen für Neugeborene 2011,/c125722e0057acf2/files/beliebtevornamen2011.csv/$file/beliebtevornamen2011.csv?openelement,CSV,Beliebte Vornamen für Neugeborene 2011,2011,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 4.3 - Standesamt,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,beliebtevornamen2011.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/7277D86C3481E8F9C1257B5C002F8D98?opendocument=,Moers - Beliebte Vornamen für Neugeborene 2009,/c125722e0057acf2/files/beliebtevornamen2009.csv/$file/beliebtevornamen2009.csv?openelement,CSV,Beliebte Vornamen für Neugeborene 2009,2009,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 4.3 - Standesamt,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,beliebtevornamen2009.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/716FF266F9373073C1257B5C0030523F?opendocument=,Moers - Beliebte Vornamen für Neugeborene 2010,/c125722e0057acf2/files/beliebtevornamen2010.csv/$file/beliebtevornamen2010.csv?openelement,CSV,Beliebte Vornamen für Neugeborene 2010,2010,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 4.3 - Standesamt,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,beliebtevornamen2010.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/7E0C9FA18C24B822C1257C200038604D?opendocument=,Moers - Anzahl der Ausleihen der Bibliothek,/c125722e0057acf2/files/bibliothek_ausleihen.csv/$file/bibliothek_ausleihen.csv?openelement,CSV,Anzahl der Ausleihen der Bibliothek,2009-2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Bibliothek,,,x,,,,,,,x,,,,,,,,,,,,,,,Daten,bibliothek_ausleihen.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/CE6C549174ED0814C1257C6D004159E7?opendocument=,Moers - Angebotsentwicklung in Unterrichtseinheiten der VHS,angebotsentwicklung.csv,CSV,Angebotsentwicklung in Unterrichtseinheiten der VHS,2003-2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,VHS,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,angebotsentwicklung.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/4FB51B7FFFBC72C3C1257B5C00307499?opendocument=,Moers - Beliebte Vornamen für Neugeborene 2012,/c125722e0057acf2/files/beliebtevornamen2012.csv/$file/beliebtevornamen2012.csv?openelement,CSV,Beliebte Vornamen für Neugeborene 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 4.3 - Standesamt,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,beliebtevornamen2012.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/291B41562BA976D8C1257C750051780B?opendocument=,Moers - Abmeldungen nach Instrumenten in der Moerser Musikschule 2012,abmeldungen_nach_instrumenten_2012.csv,CSV,Abmeldungen nach Instrumenten in der Moerser Musikschule 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Moerser Musikschule,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,abmeldungen_nach_instrumenten_2012.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/E2D5F900C911F33EC1257C98003660B0?opendocument=,Moers - Stellenplan 2014,stellenplan_angestellte.csv,CSV,Stellenplan 2014,2014,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.3 - Organisation,,,,x,,,,,,,,,,,,,,,,,,,,,zwei Datensätze,stellenplan_angestellte.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/E2D5F900C911F33EC1257C98003660B0?opendocument= ,Moers - Stellenplan 2014,stellenplan_beamte.csv,CSV,Stellenplan 2014,2014,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.3 - Organisation,,,,x,,,,,,,,,,,,,,,,,,,,,zwei Datensätze,stellenplan_beamte.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/2AF884662E767A05C1257C980033910F?opendocument=,Moers - Stellenübersicht nach Produktbereichen 2014,stellenuebersicht_produkt_beamte.csv,CSV,Stellenübersicht nach Produktbereichen 2014,2014,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.3 - Organisation,,,,x,,,,,,,,,,,,,,,,,,,,,zwei Datensätze,stellenuebersicht_produkt_beamte.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/2AF884662E767A05C1257C980033910F?opendocument=,Moers - Stellenübersicht nach Produktbereichen 2014,stellenuebersicht_produkt_angestellte.csv,CSV,Stellenübersicht nach Produktbereichen 2014,2014,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.3 - Organisation,,,,x,,,,,,,,,,,,,,,,,,,,,zwei Datensätze,stellenuebersicht_produkt_angestellte.csv,
