Quelle,Stadt,URL PARENT,Dateibezeichnung,URL Datei,Format,Beschreibung,Zeitlicher Bezug,Lizenz,Kosten,Veröffentlichende Stelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert,keyword,URL Text,Dateityp,URL_Dateiname,Kommentare/ Anmerkungen
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/AEA3EA13DC77640DC1257B0F002FCAD8?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken nach Familienstand und Altersgruppen 2011,/c125722e0057acf2/files/familienstand_nach_altersgruppen.csv/$file/familienstand_nach_altersgruppen.csv?openelement,CSV,Der Datensatz enthält Angaben zum Familienstand nach Altersgruppen der Bevölkerung in den Sozialatlasbezirken  zum Stichtag 31.12.2011,2011,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,familienstand_nach_altersgruppen.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/FBB8FD68158FAC6AC1257B0F003025AB?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken nach Geschlecht 2011,/c125722e0057acf2/files/geschlecht.csv/$file/geschlecht.csv?openelement,CSV,Der Datensatz enthält Angaben zum Geschlecht der Bevölkerung in den Sozialatlasbezirken  zum Stichtag 31.12.2011,2011,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,geschlecht.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B156509C0293CB58C1257CB50046D844?opendocument=,Moers - Bürgerumfrage 50plus,buergerumfrage_50plus.csv,CSV,Bürgerumfrage 50plis,2010,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,buergerumfrage_50plus.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/31B3F080C11D04F6C1257B0F0030530B?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken nach Religionszugehörigkeit 2011,/c125722e0057acf2/files/religionszugehoerigkeit.csv/$file/religionszugehoerigkeit.csv?openelement,CSV,Der Datensatz enthält Angaben zur Religionszugehörigkeit der Bevölkerung in den Sozialatlasbezirken zum Stichtag 31.12.2011,2011,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,religionszugehoerigkeit.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/8ABE37F5A1A403E2C1257C7E00300050?opendocument=,Moers - Jahresrechnung der Moerser Musikschule 2012,jahresrechnung_der_mms_2012.csv,CSV,Der Datensatz enthält die Jahresrechnung der Moerser Musikschule 2012.,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Moerser Musikschule,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,jahresrechnung_der_mms_2012.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/1A4FCFFDCA8733F0C1257C7E0030D8F9?opendocument=,Moers - Teilnehmer nach Instrumenten in der Moerser Musikschule im Schuljahr 2012/2013,teilnehmer_nach_instrumenten_im_schuljahr_2012-13.csv,CSV,Der Datensatz enthält die Teilnehmer nach Instrumenten in der Moerser Musikschule im Schuljahr 2012/2013.,2012/2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Moerser Musikschule,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,teilnehmer_nach_instrumenten_im_schuljahr_2012-13.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/8598E181CF3ED35AC1257C7E003172BC?opendocument=,Moers - Teilnehmerbelegung nach Jahreswochenstunden von 1999 bis 2012,teilnehmerbelegung_nach_jahreswochenstunden.csv,CSV,Der Datensatz enthält die Teilnehmerbelegung nach Jahreswochenstunden von 1999 bis 2012.,von 1999 bis 2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,teilnehmerbelegung_nach_jahreswochenstunden.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/0AC063A80CF066D1C1257CB300593151?opendocument=,Moers - Entwicklung der Erstwunschquote zu den weiterführenden Schulen für das Schuljahr 2014/15,erstwunschquoten_ws_14_15.csv,CSV,Der Datensatz enthält die Entwicklung der Erstwunschquote zu den weiterführenden Schulen für das Schuljahr 2014/15 und den Vergleich zu den Quoten der drei vorausgehenden Jahren.,2014/15,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,erstwunschquoten_ws_14_15.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._hm_und_nw.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,bev._hm_und_nw.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._am_ort_der_hw_-_7_ag.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,bev._am_ort_der_hw_-_7_ag.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,mig._am_ort_der_hw_-_7_ag.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,mig._am_ort_der_hw_-_7_ag.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._am_ort_der_hw_-_13_ag.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,bev._am_ort_der_hw_-_13_ag.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._am_ort_der_hw_96_-_13.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,bev._am_ort_der_hw_96_-_13.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,mig._am_ort_der_hw_von_99-13.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,mig._am_ort_der_hw_von_99-13.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._am_ort_der_hw_-_familienstand.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,bev._am_ort_der_hw_-_familienstand.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,weibl._bev._am_ort_der_hw_-_7_ag.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,weibl._bev._am_ort_der_hw_-_7_ag.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._am_ort_der_hw_-geschlecht.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze ,bev._am_ort_der_hw_-geschlecht.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,mig._am_ort_der_hw_-_geschlecht.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze ,mig._am_ort_der_hw_-_geschlecht.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,mig._am_ort_der_hw_-herkunft.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze ,mig._am_ort_der_hw_-herkunft.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._am_ort_der_hw_._religion.csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,bev._am_ort_der_hw_._religion.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/B9F7433A94EC202DC1257CA20034B041?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2013,bev._am_ort_der_hw_-_staatsang..csv,CSV,Der Datensatz enthält Angaben zur Bevölkerung mit Hauptwohnsitz in Moers zum Stichtag 31.12.2013. Neben gesamtstädtischen Ergebnissen werden Daten für 12 Sozialatlasbezirke ausgewiesen.,2013,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,13 Datensätze,bev._am_ort_der_hw_-_staatsang..csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/A74DC63BAFC82952C1257B0F002EF262?opendocument= ,Moers - Bevölkerung in den Sozialatlasbezirken nach Altersstruktur (13 Gruppen) 2011,/c125722e0057acf2/files/13altersgruppen.csv/$file/13altersgruppen.csv?openelement,CSV,Bevölkerung in den Sozialatlasbezirken nach Altersstruktur (13 Gruppen) 2011,2011,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,Daten,13altersgruppen.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument= ,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-wohnungsstatus_.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-wohnungsstatus_.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument= ,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-bevoelkerung_insgesamt_7_gruppen.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-bevoelkerung_insgesamt_7_gruppen.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument= ,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-bevoelkerung_nach_7_altersgruppen.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-bevoelkerung_nach_7_altersgruppen.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-die_entwicklung_der_bevoelkerung_mit_hauptwohnsitz_in_moers_insgesamt_und_in_drei_altersgruppen.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-die_entwicklung_der_bevoelkerung_mit_hauptwohnsitz_in_moers_insgesamt_und_in_drei_altersgruppen.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-entwicklung_der_migranten-anteile_insgesamt.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-entwicklung_der_migranten-anteile_insgesamt.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-familienstand.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-familienstand.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-frauen_7_gruppen.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-frauen_7_gruppen.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-geschlecht.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-geschlecht.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-migranten_nach_geschlecht.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-migranten_nach_geschlecht.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-migrationshintergrund.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-migrationshintergrund.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-religionszugehoerigkeit.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-religionszugehoerigkeit.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,csv-staatsangehoerigkeit.csv,CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,csv-staatsangehoerigkeit.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/F1F681BA4F49B6DEC1257B800045961A?opendocument=,Moers - Bevölkerung in den Sozialatlasbezirken 2012,"csv-wandel_der_altersstrukturen_-_3_altersgruppen_von_1996,_2005_bis_2012.csv",CSV,Bevölkerung in den Sozialatlasbezirken 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 3.5 - Zentrale Dienste,,x,,,,,,,,,,,,,,,,,,,,,,,14 Datensätze,"csv-wandel_der_altersstrukturen_-_3_altersgruppen_von_1996,_2005_bis_2012.csv",
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/C6FDB58491655915C1257C7E002C09F6?opendocument=,Moers - Besucher und Mitwirkende schulfremder Veranstaltungen der Moerser Musikschule,besucher_und_mitwirkende_schulfremder_veranstaltungen_der_mms.csv,CSV,Besucher und Mitwirkende schulfremder Veranstaltungen der Moerser Musikschule,Veröffentlich am13.02.2014,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Moerser Musikschule,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,besucher_und_mitwirkende_schulfremder_veranstaltungen_der_mms.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/46AB003378B3EC41C1257C70004E2F4E?opendocument=,Moers - Schüler/innen (gesamt) und gebildete Klassen an den Schulen der Stadt Moers im Schuljahr 2013/14,gebildete_klassen_an_den_schulen_der_stadt_moers_13-14.csv,CSV,Schüler/innen (gesamt) und gebildete Klassen an den Schulen der Stadt Moers im Schuljahr 2013/14,2013/14,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,gebildete_klassen_an_den_schulen_der_stadt_moers_13-14.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/3E2F254DFDA609AFC1257B8800333B41?opendocument=,Moers - Schüler/innen (gesamt) und gebildete Klassen an den Schulen der Stadt Moers im Schuljahr 2012/13,/c125722e0057acf2/files/schueler_innen_gesamt_und_gebildete_klassen_an_den_schulen_der_stadt_moers_im_schuljahr_2012_13.csv/$file/schueler_innen_gesamt_und_gebildete_klassen_an_den_schulen_der_stadt_moers_im_schuljahr_2012_13.csv?openelement,CSV,Schüler/innen (gesamt) und gebildete Klassen an den Schulen der Stadt Moers im Schuljahr 2012/13,2012/13,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,schueler_innen_gesamt_und_gebildete_klassen_an_den_schulen_der_stadt_moers_im_schuljahr_2012_13.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/4F5AE7BD0D5FA538C1257B87004C66A8?opendocument=,Moers - Erstwunschverhalten an Moerser Schulen 2012/13,erstwunsch-sj_12___13_erstwunschverhalten_absolute_werte.csv,CSV,Erstwunschverhalten an Moerser Schulen 2012/13,2012/13,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,erstwunsch-sj_12___13_erstwunschverhalten_absolute_werte.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/4F5AE7BD0D5FA538C1257B87004C66A8?opendocument=,Moers - Erstwunschverhalten an Moerser Schulen 2012/13,erstwunsch-sj_12___13_erstwunschverhalten_relative_werte.csv,CSV,Erstwunschverhalten an Moerser Schulen 2012/13,2012/13,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,erstwunsch-sj_12___13_erstwunschverhalten_relative_werte.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/19B41ABD9FA33447C1257C6D003B3E97?opendocument=,Moers - Geplantes und durchgeführtes Programm 2011 und 2012 der VHS,geplantes_und_durchgefuehrtes_programm.csv,CSV,Geplantes und durchgeführtes Programm 2011 und 2012 der VHS,2011-2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,VHS,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,geplantes_und_durchgefuehrtes_programm.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/A293AAF631458EA6C1257C6D003E833B?opendocument=,Moers - Gliederung der durchgeführten Veranstaltungen der VHS nach Fachbereichen 2012,gliederung_durchgefuehrte_veranstaltungen_2012.csv,CSV,Gliederung der durchgeführten Veranstaltungen der VHS nach Fachbereichen 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,VHS,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,gliederung_durchgefuehrte_veranstaltungen_2012.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/962DECC2F2CADF1EC1257C200036F6A9?opendocument=,Moers - Nutzende der Bibliothek nach Altersgruppen,/c125722e0057acf2/files/biblbiothek_nutzer_nach_altersgruppen.csv/$file/biblbiothek_nutzer_nach_altersgruppen.csv?openelement,CSV,Nutzende der Bibliothek nach Altersgruppen,2007 - 2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Bibliothek,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,biblbiothek_nutzer_nach_altersgruppen.csv?openelement,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/EEB4623F449E24C7C1257C6D00409DEC?opendocument=,Moers - Räumliche Verteilung der Veranstaltungen der VHS 2012,raeumliche_verteilung_der_veranstaltungen_2012.csv,CSV,Räumliche Verteilung der Veranstaltungen der VHS 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,VHS,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,raeumliche_verteilung_der_veranstaltungen_2012.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/FFE64B8876FD3913C1257C6D003F85C3?opendocument=,Moers - Gliederung nach Veranstaltungsformen der VHS 2012,gliederung_nach_veranstaltungsformen_2012.csv,CSV,Gliederung nach Veranstaltungsformen der VHS 2012,2012,Datenlizenz Deutschland - Namensnennung - Version 1.0,,VHS,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,gliederung_nach_veranstaltungsformen_2012.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/4C70E937E7496731C1257B87004E26C6?opendocument=,Moers - Erstwunschverhalten an Moerser Schulen 2013/14,erstwunsch-sj_13___14_erstwunschverhalten_absolute_werte.csv,CSV,Erstwunschverhalten an Moerser Schulen 2013/14,2013/14,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,Daten,erstwunsch-sj_13___14_erstwunschverhalten_absolute_werte.csv,
c,moers.de,http://musikschule.moers.de/C1257221003C7526/html/4C70E937E7496731C1257B87004E26C6?opendocument=,Moers - Erstwunschverhalten an Moerser Schulen 2013/14,erstwunsch-sj_13___14_erstwunschverhalten_relative_werte.csv,CSV,Erstwunschverhalten an Moerser Schulen 2013/14,2013/14,Datenlizenz Deutschland - Namensnennung - Version 1.0,,Fachdienst 09 - Schule und Sport,,,x,,,,,,,,,,,,,,,,,,,,,,zwei Datensätze,erstwunsch-sj_13___14_erstwunschverhalten_relative_werte.csv,
