Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,x,,,,,,,,,,,Verzeichnis von Wohnungen,http://www.zapfendorf.de/user_files/wohnungen.xls,nicht bekannt,XLS,b
,,x,,,x,,,,,,,x,,,,Verzeichnis von Bauplätzen,http://www.zapfendorf.de/user_files/bauplaetze.xls,nicht bekannt,XLS,b
