Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,x,,,,,,,,,,x,,,,Ortsteile,http://www.opendata-hro.de/dataset/875b8298-1a28-42b0-9ce4-b31e316f1196,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,x,,,,,,,x,,x,,,Apotheken,http://www.opendata-hro.de/dataset/652e7b9e-5bb2-4a7e-aeff-12421d3c32a5,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
x,,,,,,,,x,,,,,,,,Pflegeeinrichtungen,http://www.opendata-hro.de/dataset/e8d34128-b923-4e37-a18d-09ef5d6d5e61,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,x,,,,,,Sanierungsgebiet,http://www.opendata-hro.de/dataset/ec4de52b-afd2-483e-9f51-f5ef96440065,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,,,,,,,x,,x,,,Banken,http://www.opendata-hro.de/dataset/c8d7bc49-0125-4bd9-96ae-5bdef7ab9c49,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
x,,,,,,,,,,,,x,,,,Bevölkerungsstruktur 2005,http://www.opendata-hro.de/dataset/312bb56d-15b4-4aa0-a1bd-2e867dd95e4a,odc-by,"XLSX,CSV,JSON",d
,,,,,x,,,,,x,,,,,,Hundetoiletten,http://www.opendata-hro.de/dataset/d8f701a5-48e8-4995-86e8-42471b878986,odc-by,"CSV,GEOJSON,KML,GML,WMS",d
,,,,,,x,,,,,,,,,,Feldsportanlagen,http://www.opendata-hro.de/dataset/9b7cbfc5-ffcb-4b51-9227-5bfe46eacc5d,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,x,,,,,,,,,,,,,,,Wissenschaftliche Einrichtungen,http://www.opendata-hro.de/dataset/1b59b3e2-a01a-4b42-9a67-f133f66438c6,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,,,,,,,Bebauungspläne (Geltungsbereiche),http://www.opendata-hro.de/dataset/b6cadf55-e2e2-4113-9821-e2f2adcae5c1,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,x,,,,,x,,,,,,Papiercontainer,http://www.opendata-hro.de/dataset/3d57acf5-d768-497a-81ff-14a77ce59d85,odc-by,"CSV,GEOJSON,KML,GML,WMS",d
,,,,x,,,,,,,x,,x,,,Augenoptiker,http://www.opendata-hro.de/dataset/e4344ed2-ca33-4fb7-ab01-3b62fce36a85,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,x,,,,,x,,,,,,,,,,Museen und Galerien,http://www.opendata-hro.de/dataset/b13647f2-617e-40ac-8551-0ae77c9584bf,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,x,,,,,,,,x,,,,,,Naturdenkmale,http://www.opendata-hro.de/dataset/b56d16f0-2be4-40c0-8145-ec0694a142ca,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,,x,,x,,,Geldautomaten,http://www.opendata-hro.de/dataset/31690e95-4366-4aae-bcc7-5a21828c2988,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
x,,,,,,,,,,,,x,,,,Bevölkerungsstruktur 2010,http://www.opendata-hro.de/dataset/45e94633-189b-4857-b710-f9b6fb4aa7a8,odc-by,"XLSX,CSV,JSON",d
,,x,,,,,,,,,,x,,,,Ortsbeiratsbereiche,http://www.opendata-hro.de/dataset/dd8a8a8a-797d-494b-8586-09d1f57fb0a2,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,,x,,,x,,,,,,,Fähranleger,http://www.opendata-hro.de/dataset/07ee6be5-9d7f-43ee-b9cf-06a4f8b6c53f,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,x,,,,,,,,,x,,,Ärztehäuser,http://www.opendata-hro.de/dataset/27e1cb37-ee30-4108-a0c6-9c98defe7c19,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,x,,,,,,Toiletten,http://www.opendata-hro.de/dataset/aca0b5e5-d897-4ce3-8117-059cbd73d7e0,odc-by,"CSV,GEOJSON,KML,GML,WMS",d
,,,,x,,,,,,,x,,x,,,Drogerien,http://www.opendata-hro.de/dataset/305d5bb9-28cb-496f-ad29-09838c5dcdbc,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,,,x,,,,,,,,,Bürgerschaftswahl 2009,http://www.opendata-hro.de/dataset/b2e2f9be-b977-4459-a9b0-e1bf303b0d99,odc-by,"CSV,XLSX,JSON",d
,x,,,,,,,,,,,,,,,Schulen,http://www.opendata-hro.de/dataset/a8f9084d-fb11-4f53-9db0-e25984d47339,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
x,,,,,,,,,,,,x,,,,Bevölkerungsstruktur 2009,http://www.opendata-hro.de/dataset/6a218346-593a-478c-ae3e-937e254947e3,odc-by,"XLSX,CSV,JSON",d
,,,,,x,,,,,x,,,x,,,Geothermiepotential,http://www.opendata-hro.de/dataset/6bfac7ac-6ac6-4415-b90a-19343c3e9386,odc-by,"CSV,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,x,,,,x,x,,,,,,Radmonitore,http://www.opendata-hro.de/dataset/8f8a9f32-9247-43d9-8862-29e1c8946153,odc-by,"CSV,XLSX,GEOJSON,KML,GML,JSON,WMS",d
,,x,,,,,,,,x,,,,,,Schöpfwerkeinflussbereiche,http://www.opendata-hro.de/dataset/89413ed1-ad41-4211-a144-212172e50545,odc-by,"CSV,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,,,x,,,,,,,,,Landtagswahl 2002,http://www.opendata-hro.de/dataset/6714c938-5003-40b3-be72-e8f1c7a2f211,odc-by,"CSV,XLSX,JSON",d
,,x,,,,,,,,,,x,,,,Ortsamtsbereiche,http://www.opendata-hro.de/dataset/aceccfc0-dbf2-42a3-9456-389c6a0edb7c,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,,x,,,,,,,,,,Touristeninformation,http://www.opendata-hro.de/dataset/e543112e-7f46-42bf-ab8c-23fa7774a034,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,x,,,,,,,,,,x,,,,Offene Regionalkarte Mecklenburg-Vorpommern (ORKa.MV),http://www.opendata-hro.de/dataset/c3c935a0-a8fb-45ec-a4cc-aba211c2d978,cc-by,"TMS,WMS",d
,x,,,,,x,,,,,,,,,,Kunst im öffentlichen Raum,http://www.opendata-hro.de/dataset/9f7b6293-9e16-4f26-ac2a-920b20d4d830,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,x,,,,,,,x,,x,,,Sanitätshäuser,http://www.opendata-hro.de/dataset/d338266b-4f94-4cad-ae97-fe350baf8287,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,x,,,,,,Abfallbehälter,http://www.opendata-hro.de/dataset/934ec65d-398b-49d0-9833-9aa713c0ff87,odc-by,"CSV,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,,x,,x,,,Paketautomaten,http://www.opendata-hro.de/dataset/e7dba159-67b0-4956-a2fe-a0af435eecb9,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
