Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,,x,,,,,,,,,,Schwimmbäder,http://www.opendata-hro.de/dataset/10ff54a4-50e6-4550-b156-4209986768fc,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,x,,,,,x,,,,,,,,,Bundestagswahl 2013,http://www.opendata-hro.de/dataset/e7c10dd4-d8fb-440c-9fc1-e2649b73e5d7,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,x,,,,,,,,x,,,,,,Trinkwasserschutzzonen,http://www.opendata-hro.de/dataset/318b669e-d699-4d2c-a73d-dbea7b919693,odc-by,"CSV,XLSX,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,x,,,,,x,,,,,,Recyclinghöfe,http://www.opendata-hro.de/dataset/efdcff26-4066-40ad-9c30-6b4d24b9024b,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,,,x,,,,Feuerwachen,http://www.opendata-hro.de/dataset/2c61ffee-0e05-42ee-9afc-242328be728e,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,,x,,,,,,,,,,Theater,http://www.opendata-hro.de/dataset/7cc90153-1106-4f80-9270-6f99cafa4ba1,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,,,x,,,,,,,,,Landtagswahl 2011,http://www.opendata-hro.de/dataset/debb7ae4-6149-47ac-bc34-3a4cc38e8a8a,odc-by,"CSV,XLSX,JSON",d
,,x,,,,,,,,x,,,,,,Fließgewässer,http://www.opendata-hro.de/dataset/cb0ebb4f-7049-4a77-ac9d-812c6754d734,odc-by,"CSV,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,x,,,,,,,,x,,,,,,Überschwemmungsgebiet,http://www.opendata-hro.de/dataset/895bdc42-1bcc-4af2-9713-dbacd7bbf43b,odc-by,"CSV,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,x,,,,,,,,,x,,,,Polizeidienststellen,http://www.opendata-hro.de/dataset/01d00406-1f5a-428e-b4c8-cee1687d67c6,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,,,,,x,,,,x,,,Tankstellen,http://www.opendata-hro.de/dataset/f9ff00f8-0928-4255-8e27-d965cfeeedef,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,,,,,,,Leuchten,http://www.opendata-hro.de/dataset/69562564-657b-4761-8a76-a27ac1d5c70a,odc-by,"CSV,XLSX,GEOJSON,KML,GML,WMS",d
,,,,,x,,,,,x,,,x,,,Solarpotential 2013,http://www.opendata-hro.de/dataset/809da8a1-2d6e-4eec-8611-ec27ad57d97d,odc-by,"CSV,GEOJSON,SHAPEFILE,KML,GML,WMS",d
,,,,,,,,,x,,,,,,,parkmoeglichkeiten.xlsx,https://geo.sv.rostock.de/download/opendata/parkmoeglichkeiten/parkmoeglichkeiten.xlsx,nicht bekannt,XLSX,g
,x,,,,,x,,,,,,,,,,musik_tanzschulen.xlsx,https://geo.sv.rostock.de/download/opendata/musik_tanzschulen/musik_tanzschulen.xlsx,nicht bekannt,XLSX,g
,,,,,,x,,,,,,,,,,touristeninformation.xlsx,https://geo.sv.rostock.de/download/opendata/touristeninformation/touristeninformation.xlsx,nicht bekannt,XLSX,g
,,,,,,x,,,,,,,,,,begegnungszentren.xlsx,https://geo.sv.rostock.de/download/opendata/begegnungszentren/begegnungszentren.xlsx,nicht bekannt,XLSX,g
,,,,,,x,,,,,,,,,,sehenswuerdigkeiten.xlsx,https://geo.sv.rostock.de/download/opendata/sehenswuerdigkeiten/sehenswuerdigkeiten.xlsx,nicht bekannt,XLSX,g
,,,,,,,,,,,,x,,,,feuerwachen.xlsx,https://geo.sv.rostock.de/download/opendata/feuerwachen/feuerwachen.xlsx,nicht bekannt,XLSX,g
,,x,,,x,,,,,,,,,,,ortsbeiratsbereiche.xlsx,https://geo.sv.rostock.de/download/opendata/ortsbeiratsbereiche/ortsbeiratsbereiche.xlsx,nicht bekannt,XLSX,g
,,,,,,x,,,,,,,,,,museen_galerien.xlsx,https://geo.sv.rostock.de/download/opendata/museen_galerien/museen_galerien.xlsx,nicht bekannt,XLSX,g
,,,,,,,,,,,,x,,,,polizeidienststellen.xlsx,https://geo.sv.rostock.de/download/opendata/polizeidienststellen/polizeidienststellen.xlsx,nicht bekannt,XLSX,g
,,,,,,x,,,,,,,,,,musikclubs.xlsx,https://geo.sv.rostock.de/download/opendata/musikclubs/musikclubs.xlsx,nicht bekannt,XLSX,g
,,x,,,x,,,,,,,,,,,ortsteile.xlsx,https://geo.sv.rostock.de/download/opendata/ortsteile/ortsteile.xlsx,nicht bekannt,XLSX,g
,x,,,,,x,,,,,,,,,,bibliotheken.xlsx,https://geo.sv.rostock.de/download/opendata/bibliotheken/bibliotheken.xlsx,nicht bekannt,XLSX,g
,,,,,,x,,,,,,,,,,sporthallen.xlsx,https://geo.sv.rostock.de/download/opendata/sporthallen/sporthallen.xlsx,nicht bekannt,XLSX,g
,,,,,,,,x,,,,,,,,"Liste der Tagespflegepersonen, Stand 12.12.2013",http://rathaus.rostock.de/sixcms/detail.php?_sid1=rostock_01.c.260.de&_sid2=rostock_01.c.267.de&_sid3=&_sid4=&_sid5=&id=35490,nicht bekannt,XLS,c
,,,,,,x,,,,,,,,,,theater.xlsx,https://geo.sv.rostock.de/download/opendata/theater/theater.xlsx,nicht bekannt,XLSX,g
