Dateibezeichnung,URL,Lizenz,Format,Quelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Verwaltung,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
Halsenbach - Ebene: Ober dem Ehrer Weg,http://www.daten.rlp.de/dataset/4e6a1984-0175-4929-8e2c-f4960b908616,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
Halsenbach - Ebene: Klarstellungs- und Ergänzungssatzung Ehrerheide,http://www.daten.rlp.de/dataset/b1e08571-7944-43d4-93b4-7fa5b5aabc71,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
Halsenbach - Ebene: Abrundungssatzung Bahnhofstraße,http://www.daten.rlp.de/dataset/96ca7e08-203d-4f8a-9689-e7e04f3f533c,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
Halsenbach - Ebene: Kleinzipers II 2. Änderung,http://www.daten.rlp.de/dataset/b3ea4986-9e52-4915-9de2-33d426d6021a,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
Halsenbach - Ebene: Umringe der Bebauungspläne von Halsenbach,http://www.daten.rlp.de/dataset/259615d4-1f0c-4161-84a1-8a4c941f2e1f,cc-nc,"KARTENVIEWER,WMS,HTML",d,,,,,x,,,,,,,,,,,,,,,,,,
