Dateibezeichnung,URL,Lizenz,Format,Quelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Verwaltung,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
Reich - Ebene: Umringe der Bebauungspläne von Reich,http://www.daten.rlp.de/dataset/8a9e24e9-0562-4f24-ab20-704663428f2a,cc-nc,"KARTENVIEWER,WMS,HTML",d,,,,,x,,,,,,,,,,,,,,,,,,
Reich - Ebene: Alte Kläranlage,http://www.daten.rlp.de/dataset/022db6b3-4809-44e3-9c8d-d8264c416ff4,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
Reich - Ebene: Alte Kläranlage II,http://www.daten.rlp.de/dataset/a9be219d-8d63-4297-9dec-bcf405db8251,cc-nc,"KARTENVIEWER,WMS,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
Reich - Ebene: Alte Kläranlage 1. Änderung,http://www.daten.rlp.de/dataset/b223f601-159c-4fdc-b271-de9a729ce125,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d,,,x,,x,,,,,,,,,,,,,,,,,,
