Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,,,,,x,,,,,,,Langzeitzählstelle auf der B 424 in Hornbach West,http://www.daten.rlp.de/dataset/5838b806-013d-4e23-8e68-8f6a7cf32ed5,dl-de-by-1.0,PDF,d
,,,,,,,,,x,,,,,,,Langzeitzählstelle auf der B 424 in Hornbach Süd,http://www.daten.rlp.de/dataset/20eea54c-1b22-4a65-a151-cb0b1bb3d4e1,dl-de-by-1.0,PDF,d
