Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,,,,x,,,,,,,,Adressen sozialer Einrichtungen,https://www.rhein-erft-kreis.de/stepone/data/downloads/04/7f/00/z_1_adressen-sozialer-einrichtungen.xls,nicht bekannt,XLS,b
,,,,,,,,x,,,,,,,,Soziale Einrichtungen,http://www.rhein-erft-kreis.de/stepone/data/downloads/04/7f/00/sozial2.xls,,XLS,g
,,,,,,,,x,,,,,,,,Soziale Einrichtungen,http://www.rhein-erft-kreis.de/stepone/data/downloads/04/7f/00/z_1_adressen-sozialer-einrichtungen.xls,,XLS,g
