Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Stadtwald 2. Änderung,http://www.daten.rlp.de/dataset/d111f10a-9ef1-4865-8038-e7052eb9b886,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Am Schäffersweyer I,http://www.daten.rlp.de/dataset/e55691f2-5095-4ff4-acff-ebce7da3e1b6,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Hellerwald II,http://www.daten.rlp.de/dataset/20b2a1ec-71d8-4a24-a574-8188f06d35fe,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Buchholz-Mitte 3. Änderung,http://www.daten.rlp.de/dataset/cc4c895e-2550-4486-8324-a018c27d1c64,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Niederhirzenach I,http://www.daten.rlp.de/dataset/be77254c-e667-46ce-a8fa-e2af7311daa6,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Bladenwiese,http://www.daten.rlp.de/dataset/f66f6e53-5924-4fc9-8fbc-bdf6773fd268,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Rothesfeld,http://www.daten.rlp.de/dataset/be312d56-65ac-4b47-be18-c953f26cdb13,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Auf dem Ellig 3. Änderung,http://www.daten.rlp.de/dataset/69e11c36-2c6d-42b9-9191-b3fab059a70e,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Grundversorgungszentrum Buchholz,http://www.daten.rlp.de/dataset/d7e3cbcf-7cff-4252-ad18-9324592a2c56,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Boppard - Ebene: Bladenwiese 1. Änderung,http://www.daten.rlp.de/dataset/e9edf6fc-c6f7-4e8b-9827-99a72e5ca568,cc-nc,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
