Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,x,,,,,,,x,,,,Wasser- und Abwassergbühren 2014,http://www.baindt.de/buergerinfo/gesplittete%20Abwassergeb%FChr/Kopie%20von%20Wasser-%20und%20Abwassergeb%FChren.xls,nicht bekannt,XLS,b
,,,,,x,,,,,,,x,,,,Wasser- und Abwassergbühren 2013,http://www.baindt.de/buergerinfo/gesplittete%20Abwassergeb%FChr/Geb%FChrenrechner%202013%20Wasser-%20und%20Abwassergeb%FChren%20.xls,nicht bekannt,XLS,b
