Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
x,,,,,,,,,,,,,,,,"Datenkompass – Bevölkerung und Gebiet, Haushalte und Familien, kreisfreie Stadt Frankenthal (Pfalz) –",http://www.daten.rlp.de/dataset/598dbe03-7a87-4f6e-9646-20ea2d4eb485,dl-de-by-1.0,PDF,d
x,,,,,,,,,,,,,,,,"Demografischer Wandel - Bevölkerungsvorausberechnung, kreisfreie Stadt Frankenthal (Pfalz) -",http://www.daten.rlp.de/dataset/9f7fb264-2b0d-4d50-b1c3-f184ce9525af,dl-de-by-1.0,PDF,d
,,,,,,x,,,,,,,,,,"Datenkompass – Tourismus, kreisfreie Stadt Frankenthal (Pfalz) –",http://www.daten.rlp.de/dataset/6b8839b9-a4ac-4f4b-9b94-cc53762b84a9,dl-de-by-1.0,PDF,d
,,,,,,,,,,,,,x,,,"Datenkompass – Wirtschaftliche Entwicklungspotenziale, kreisfreie Stadt Frankenthal (Pfalz) –",http://www.daten.rlp.de/dataset/c6aa0793-09be-43d3-bc70-2092ac060403,dl-de-by-1.0,PDF,d
,,,,,,,,,,,,,x,,,"Datenkompass – Arbeitsmarkt, Erwerbstätigkeit, kreisfreie Stadt Frankenthal (Pfalz) –",http://www.daten.rlp.de/dataset/411d724f-83cc-4168-b4cc-fd760ac4c654,dl-de-by-1.0,PDF,d
,,,,x,,,,x,,,,,,,,"Datenkompass – Soziales und Gesundheit, kreisfreie Stadt Frankenthal (Pfalz) –",http://www.daten.rlp.de/dataset/2579b709-e1bb-4acd-ba28-603ffc4c7bb1,dl-de-by-1.0,PDF,d
,,,,,,,,,,,,,x,,,"Datenkompass – Wirtschaft, kreisfreie Stadt Frankenthal (Pfalz) –",http://www.daten.rlp.de/dataset/acec17a2-b665-4077-b7b8-424f50348d1e,dl-de-by-1.0,PDF,d
,x,,,,,,,,,,,,,,,"Datenkompass – Erziehung und Bildung, kreisfreie Stadt Frankenthal (Pfalz) –",http://www.daten.rlp.de/dataset/aaf85391-14f4-42f6-9722-87acaf73648e,dl-de-by-1.0,PDF,d
