Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,,x,,,,,,,,,,Radtourenplan 2007,http://www.ces.karlsruhe.de/radtouren/2007_tourenplan.xls,nicht bekannt,XLS,g
,,,,,,,x,,,,,,,,,Gemeinderatswahl 2004 - Einzelstimmen,http://www1.karlsruhe.de/Stadtentwicklung/afsta/Wahlen/2004/download/Gemeinderatswahl2004-Einzelstimmen.xls,nicht bekannt,XLS,g
,,,,,,x,,,,,,,,,,Radtourenplan 2006,http://www.ces.karlsruhe.de/radtouren/tourenplan_2006.xls,nicht bekannt,XLS,g
x,x,x,,x,x,,,x,x,,,x,x,,,"Statistiken für Stadtkreise Freiburg, Heidelberg, Heilbronn, Karlsruhe, Mannheim, Pforzheim, Stuttgart und Ulm sowie für die Stadt Reutlingen, 2004-2008",http://www1.karlsruhe.de/Stadtentwicklung/siska/kennziffern/BW-Staedte.xls,nicht bekannt,XLS,g
