Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,x,x,,,,,,,,,,,,,,Bitzen - Ebene: Kaufmannshalde,http://www.daten.rlp.de/dataset/840fd5ff-7352-4730-b948-af9ab9205b26,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,,x,,,,,,,,,,,,,,Bitzen - Ebene: Umringe der Bebauungspläne von Bitzen,http://www.daten.rlp.de/dataset/9395c89f-90cb-4113-ba51-e4701fc72c55,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,HTML",d
,x,x,,,,,,,,,,,,,,Bitzen - Ebene: Am Gassenfeld,http://www.daten.rlp.de/dataset/7883891d-1fe5-4479-8f02-6aa3555e20f4,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
,x,x,,,,,,,,,,,,,,Bitzen - Ebene: Wiesenstraße,http://www.daten.rlp.de/dataset/8bb1d63e-97e9-4d0d-b983-86ddef423d3e,dl-de-by-nc-1.0,"KARTENVIEWER,WMS,GDI DOWNLOAD,HTML",d
